id_pessoa;nome_completo;cpf;data_nascimento;sexo;sigla_orgao
799;Rafael Teixeira Gomes;58130889897;1972-01-16;M;SEAD
800;Pedro Martins Carvalho;00030566193;1986-12-05;M;SECOM
801;Bruno Barbosa Silva;18726001314;1993-05-16;M;SIC
802;Carolina Ribeiro Martins;86524062272;1965-06-25;F;SECTI
803;Lucas Moreira Cardoso;47047476466;2003-07-21;M;CASACIVIL
804;Rodrigo Oliveira Ferreira;45531290004;1977-05-08;M;SECULT
805;Daniel Carvalho Rocha;55852294276;1986-01-24;M;DGPC
806;Marina Souza Teixeira;05491477486;1979-02-26;F;SGG
807;Bianca Rocha Martins;34493053798;2000-10-20;F;SEDS
808;Bruno Barbosa Teixeira;82815278707;1972-08-11;M;CGE
809;Felipe Ribeiro Lima;78018915628;1997-12-01;M;FAPEG
810;Eduardo Araújo Rodrigues;99946645068;1957-08-08;M;SEAD
811;Bruno Nascimento Pereira;84424648834;1981-09-10;M;SEMAD
812;Pedro Rodrigues Oliveira;79789124856;2003-06-27;M;FAPEG
813;Fernando Barbosa Ferreira;86811230339;2002-05-20;M;EMATER
814;Felipe Silva Moreira;92177905591;1968-04-05;M;AGRODEFESA
815;Camila Rodrigues Pereira;01193910315;2002-10-14;F;DGPC
816;Tatiane Teixeira Santos;81045024333;1996-05-12;F;SECOM
817;Amanda Lima Almeida;53900585695;1963-02-08;F;SIC
818;Carlos Araújo Costa;36902837791;1971-04-21;M;SEMAD
819;Letícia Gomes Costa;16101975347;1985-01-12;F;SEDS
820;João Gomes Rodrigues;76362814495;1979-04-11;M;SEMAD
821;Bianca Cardoso Nascimento;09228849860;1995-10-05;F;SEINFRA
822;Letícia Teixeira Rocha;11640343911;2000-03-16;F;DPE-GO
823;Larissa Silva Costa;13090915367;2000-12-28;F;SEEL
824;André Moreira Carvalho;77204410017;1999-05-21;M;SEDUC
825;Mariana Moreira Rodrigues;24870987244;1989-12-20;F;SERINT
826;Pedro Pereira Santos;18900346814;1993-09-21;M;CBM
827;Daniel Ribeiro Lima;66219536827;1957-10-18;M;CGE
828;Daniel Martins Oliveira;30722113889;1989-02-24;M;UEG
829;Letícia Santos Dias;19281707497;1982-06-27;F;GOIASTURISMO
830;Lucas Rocha Gomes;12094477207;1988-09-19;M;PGE
831;Marcelo Rodrigues Costa;55985160203;1964-06-27;M;CBM
832;Larissa Teixeira Pereira;86237600850;2002-02-23;F;SEINFRA
833;Carlos Pereira Costa;00698369220;1972-09-15;M;SECTI
834;Patrícia Gomes Martins;22021237257;1956-04-21;F;AGR
835;Larissa Lima Nascimento;19008899191;1965-11-19;F;SERINT
836;Bianca Nascimento Souza;60854818618;1998-01-24;F;SERINT
837;Rodrigo Oliveira Rodrigues;81519854536;1999-12-20;M;SES
838;Ana Martins Ribeiro;69994494651;1993-10-01;F;SECAMI
839;Bruno Martins Moreira;40262085836;1961-04-13;M;GOINFRA
840;Rafael Oliveira Almeida;91828518166;1992-07-24;M;DETRAN
841;Rafael Pereira Martins;00128382767;1962-10-10;M;PGE
842;Ana Barbosa Pereira;65344604246;1967-12-13;F;SECAMI
843;André Costa Dias;24358617611;2002-12-22;M;PM
844;Fernanda Rodrigues Costa;19768784970;1981-04-29;F;SGG
845;Juliana Rodrigues Ferreira;35434046609;2004-02-19;F;SES
846;Letícia Costa Cardoso;11197388141;2002-08-28;F;SES
847;Amanda Pereira Rocha;06640511037;1971-04-22;F;SSP
848;Ana Lima Dias;21860032010;1973-02-02;F;CBM
849;Bianca Santos Nascimento;78601625983;1959-07-27;F;EMATER
850;Gabriela Ferreira Santos;07288780708;1967-05-06;F;SEMAD
851;Tatiane Rodrigues Ferreira;39964771800;1972-10-04;F;GOINFRA
852;Letícia Carvalho Barbosa;80024432334;1990-06-17;F;SEDF
853;Ana Araújo Barbosa;51691395277;1963-01-09;F;SECTI
854;Marina Ferreira Ribeiro;31983924890;1981-04-09;F;EMATER
855;Marina Oliveira Pereira;75864633950;1984-08-09;F;VICEGOV
856;Tatiane Santos Carvalho;73855128103;1995-04-15;F;GOINFRA
857;Tatiane Moreira Souza;97236024406;1994-01-14;F;SIC
858;Mariana Carvalho Pereira;47837031750;1983-07-14;F;SEAPA
859;Gustavo Gomes Pereira;86272884028;1995-04-03;M;SEEL
860;Larissa Pereira Rodrigues;59238687927;1959-09-04;F;SEEL
861;Ana Carvalho Silva;89273961541;1995-04-26;F;ABC
862;Patrícia Gomes Ferreira;61903842263;1997-10-12;F;SECOM
863;Tatiane Carvalho Cardoso;76917162060;1981-06-04;F;PM
864;Amanda Silva Lima;92202698051;1963-08-01;F;SEINFRA
865;Thiago Oliveira Pereira;37050049301;1973-09-20;M;SEDF
866;Camila Teixeira Silva;83906540243;1986-05-20;F;AGRODEFESA
867;Eduardo Araújo Lima;50496026615;1995-08-08;M;SECULT
868;Ana Martins Silva;88640675660;1956-12-12;F;PM
869;Rafael Gomes Rocha;90932253326;1973-07-04;M;SEDF
870;Juliana Ribeiro Souza;36988843990;1972-05-16;F;GOIASTURISMO
871;Carlos Rodrigues Costa;41290759693;1983-02-01;M;GOIASPREV
872;Fernanda Oliveira Silva;62941937536;1963-10-10;F;SEDUC
873;Fernanda Cardoso Dias;64612096118;1995-03-30;F;VICEGOV
874;Eduardo Ribeiro Araújo;05143219116;1981-11-14;M;GOIASTURISMO
875;Tatiane Rodrigues Ferreira;18834581962;1971-03-07;F;CGE
876;Patrícia Santos Araújo;90257846409;1960-02-22;F;DPE-GO
877;André Dias Gomes;67292543510;1988-06-26;M;SSP
878;Fernanda Costa Barbosa;28639420181;1970-03-18;F;PM
879;Ana Rodrigues Martins;60450956342;1971-08-10;F;DETRAN
880;Pedro Ferreira Ribeiro;71193600600;1956-11-27;M;DPE-GO
881;Camila Dias Carvalho;00953723429;1993-01-03;F;SSP
882;Fernando Costa Rodrigues;31654413755;1971-01-11;M;SEMAD
883;Eduardo Gomes Martins;17551887067;1962-10-06;M;GOINFRA
884;Mariana Barbosa Ferreira;34565386933;1977-12-04;F;SECAMI
885;Bianca Martins Ferreira;38641009507;1975-05-18;F;EMATER
886;Rodrigo Teixeira Oliveira;46047614345;1995-11-16;M;EMATER
887;Tatiane Martins Rodrigues;63681541876;1988-06-10;F;DPE-GO
888;André Martins Cardoso;86043566060;1985-04-10;M;SEAD
889;João Araújo Dias;18222667939;1980-03-24;M;SSP
890;Daniel Pereira Almeida;42898760560;1983-12-12;M;PGE
891;Ana Pereira Araújo;32016290730;1972-03-12;F;SEDUC
892;Rodrigo Oliveira Barbosa;08649426999;1981-03-11;M;PM
893;Larissa Silva Pereira;92195873000;1988-01-02;F;SERINT
894;Fernando Barbosa Teixeira;06643158958;1959-08-25;M;CBM
895;Fernando Moreira Costa;07030880846;1960-11-19;M;SEMAD
896;Rodrigo Rodrigues Teixeira;89592741190;1992-08-02;M;SEDS
897;Eduardo Silva Gomes;91702634426;1979-03-01;M;SECOM
898;Letícia Cardoso Rodrigues;42536909123;1969-01-05;F;VICEGOV
899;Ana Rodrigues Ribeiro;36524055365;1993-02-13;F;SERINT
900;Tatiane Rocha Martins;73854662300;1966-05-30;F;VICEGOV
901;Amanda Barbosa Ferreira;20429862245;1991-11-06;F;UEG
902;Daniel Nascimento Teixeira;33587688729;1999-06-13;M;SECAMI
903;Carlos Ribeiro Almeida;98391226069;1957-08-19;M;CGE
904;Lucas Costa Santos;03897528789;1966-11-17;M;SEAD
905;João Dias Ferreira;35309766952;1964-03-06;M;SERINT
906;Camila Moreira Silva;79661869545;1998-02-02;F;SES
907;Rodrigo Cardoso Nascimento;56100777371;1970-03-19;M;DETRAN
908;Daniel Almeida Teixeira;73370342456;1982-11-09;M;SEINFRA
909;Mariana Silva Dias;65191708520;1963-01-22;F;SGG
910;Gabriela Silva Araújo;58115744956;1990-03-16;F;SIC
911;Patrícia Costa Santos;84039822161;2003-05-31;F;PGE
912;Marcelo Martins Rocha;80265295106;1989-04-13;M;CASACIVIL
913;Tatiane Silva Teixeira;80670898767;1958-10-26;F;GOIASPREV
914;Gabriela Gomes Rocha;58052632110;1964-12-30;F;GOIASPREV
915;Patrícia Gomes Ribeiro;70823171400;1990-01-09;F;DETRAN
916;Bianca Rocha Araújo;05302618478;1956-06-22;F;DGPC
917;Beatriz Lima Martins;05028164061;2003-11-24;F;SEDUC
918;Patrícia Ferreira Lima;75979531947;1971-09-30;F;SECULT
919;João Ribeiro Costa;89445381157;2005-01-04;M;PGE
920;Eduardo Ferreira Moreira;52179705611;1989-01-30;M;CGE
921;Thiago Pereira Araújo;02351585003;1961-05-15;M;SIC
922;Amanda Souza Araújo;22441339583;1982-08-06;F;SECAMI
923;Daniel Oliveira Cardoso;89866469352;1993-07-19;M;JUCEG
924;Ana Ferreira Gomes;77184301978;1971-08-27;F;PM
925;Juliana Gomes Souza;28253267630;1971-10-06;F;SERINT
926;Daniel Santos Costa;01693328453;1981-04-26;M;DGPC
927;Bianca Ribeiro Rodrigues;60756999103;1973-02-05;F;AGRODEFESA
928;Larissa Almeida Lima;16806647006;1994-09-27;F;CGE
929;Marcelo Costa Oliveira;07402740668;1997-06-16;M;SIC
930;Camila Dias Carvalho;64614974554;1998-07-29;F;SEDUC
931;Ana Rocha Moreira;55049326613;1981-08-10;F;SECOM
932;Amanda Costa Rocha;53400127604;1969-08-27;F;DGPC
933;Eduardo Dias Teixeira;82237887055;1984-08-03;M;SEDS
934;Beatriz Silva Carvalho;86794963833;1976-08-29;F;CGE
935;Fernanda Silva Rodrigues;65557864504;1999-10-16;F;DPE-GO
936;Gabriela Martins Ribeiro;86824051640;1989-04-29;F;AGR
937;Thiago Almeida Lima;86860835796;1958-10-04;M;DETRAN
938;Thiago Ribeiro Souza;89830941337;1979-02-22;M;SEDUC
939;Mariana Almeida Araújo;69480450739;1973-05-11;F;AGR
940;Amanda Moreira Teixeira;02602944203;1958-12-22;F;VICEGOV
941;Daniel Martins Barbosa;74867595195;1982-09-13;M;DETRAN
942;Mariana Rocha Pereira;23326058608;1980-02-12;F;PM
943;Gustavo Oliveira Teixeira;17882426539;1985-06-29;M;UEG
944;Pedro Ferreira Gomes;79006548790;1959-12-28;M;AGRODEFESA
945;Eduardo Teixeira Rocha;90737815906;1960-10-24;M;SECTI
946;Gabriela Dias Martins;63802076192;1968-07-16;F;GOIASTURISMO
947;Tatiane Moreira Santos;82070669033;1965-08-16;F;ECONOMIA
948;Carolina Costa Moreira;70350675740;2000-11-05;F;SEEL
949;Gustavo Ribeiro Carvalho;05705218745;1974-12-22;M;DPE-GO
950;Ana Moreira Santos;23503687181;1984-02-04;F;SECULT
951;Letícia Moreira Gomes;56844679467;1957-03-21;F;VICEGOV
952;Eduardo Santos Araújo;97572927378;1964-05-15;M;EMATER
953;Mariana Araújo Carvalho;18548396679;1957-02-24;F;SEMAD
954;Felipe Moreira Barbosa;49161705047;1969-06-30;M;PM
955;André Rocha Gomes;83774029202;2003-02-02;M;SECULT
956;Fernando Araújo Barbosa;71966661002;1967-07-09;M;SECTI
957;Felipe Almeida Barbosa;68367590155;1997-07-22;M;SECAMI
958;Mariana Martins Costa;65642601806;1989-06-05;F;GOIASTURISMO
959;Rodrigo Cardoso Martins;64149003890;1984-01-05;M;CGE
960;Daniel Silva Ribeiro;73314546173;1988-07-14;M;SGG
961;Carlos Rodrigues Silva;40954377664;1993-02-13;M;CBM
962;Gustavo Oliveira Santos;43678621007;1998-08-04;M;AGRODEFESA
963;Fernando Moreira Teixeira;02693315492;1971-01-29;M;FAPEG
964;Pedro Costa Santos;14206670170;1983-04-07;M;DETRAN
965;Ana Souza Carvalho;39222056230;1957-06-21;F;CBM
966;Gustavo Ferreira Teixeira;61323945679;1980-06-01;M;JUCEG
967;Beatriz Almeida Costa;20953677311;1979-10-29;F;UEG
968;Amanda Oliveira Costa;76253809636;1992-05-13;F;SEAPA
969;Bianca Ribeiro Lima;53896298500;1977-05-31;F;SES
970;Camila Moreira Teixeira;35434685881;1993-07-02;F;GOIASTURISMO
971;Fernando Santos Araújo;38116837133;1957-08-15;M;GOIASTURISMO
972;Gabriela Silva Rocha;26493121493;1990-09-23;F;FAPEG
973;Felipe Almeida Moreira;17299403668;1978-07-12;M;EMATER
974;Fernando Cardoso Teixeira;33539101667;1964-08-21;M;PM
975;Rafael Gomes Almeida;76734814050;2005-07-16;M;SEDS
976;Fernando Silva Ribeiro;99100420298;2002-07-08;M;AGRODEFESA
977;Rafael Dias Ribeiro;48420353159;1993-03-03;M;ECONOMIA
978;Eduardo Oliveira Dias;13219402461;1996-08-15;M;CGE
979;Thiago Nascimento Almeida;67857646377;1961-06-09;M;GOIASTURISMO
980;Carlos Carvalho Costa;01315350645;1993-11-16;M;SEDF
981;Juliana Barbosa Oliveira;79899488500;1993-03-18;F;RETOMADA
982;Gustavo Carvalho Teixeira;42271726670;1966-12-15;M;SIC
983;Gabriela Moreira Pereira;24087100650;1991-09-16;F;SEDS
984;Carlos Carvalho Ferreira;23282228201;1980-06-21;M;CGE
985;João Teixeira Gomes;79135113545;1957-08-31;M;SECTI
986;Daniel Martins Teixeira;30280104103;1980-10-23;M;JUCEG
987;Bruno Souza Almeida;18893063557;1999-08-27;M;AGRODEFESA
988;Amanda Rocha Silva;55855759962;1982-06-17;F;PGE
989;Ana Araújo Oliveira;06567337486;1988-04-22;F;SECAMI
990;Pedro Carvalho Lima;08437699207;1990-09-08;M;CASACIVIL
991;Gabriela Silva Oliveira;41724155393;1990-09-26;F;GOIASPREV
992;Rafael Ferreira Araújo;70333295986;1981-02-12;M;AGR
993;Fernanda Nascimento Moreira;17217429218;1966-10-03;F;PGE
994;Tatiane Silva Pereira;32503139205;1999-11-13;F;SEAD
995;Lucas Carvalho Moreira;37971900007;1956-12-11;M;SEDF
996;Patrícia Nascimento Costa;07992304560;1974-06-27;F;DGPC
997;Rodrigo Silva Rodrigues;94539117718;1993-05-22;M;SEEL
998;Larissa Teixeira Souza;61902231171;1990-01-22;F;SGG
999;Bruno Carvalho Nascimento;21268485667;1974-10-18;M;GOINFRA
1000;Eduardo Lima Oliveira;32465986651;1973-09-21;M;DGPC
